18938156	OL540486A	/type/author	J. D. Salinger
966307	OL1003497A	/type/author	Kevin Kelly
231187	OL66035A	/type/author	Jean Baudrillard
333341	OL69677A	/type/author	Stewart Brand
21443	OL19430A	/type/author	Neal Stephenson
15600	OL2629569A	/type/author	James Joyce
8875	OL235668A	/type/author	Dan Simmons
229198	OL382524A	/type/author	Haruki Murakami
54219	OL383116A	/type/author	H. L. Mencken
8095	OL2621475A	/type/author	Donald Knuth
761779	OL20678A	/type/author	Kage Baker
23005	OL274606A	/type/author	Philip K. Dick
7612	OL714579A	/type/author	Christopher Alexander
153926	OL219850A	/type/author	Alison Bechdel
27875	OL27964A	/type/author	Stephen Jay Gould
25523	OL35793A	/type/author	Richard Feynman
30029	OL25712A	/type/author	Terry Pratchett
15872	OL26320A	/type/author	J. R. R. Tolkien
173719	OL20167A	/type/author	Tracy Kidder
566666	OL772166A	/type/author	Peter Norvig
15949	OL34434A	/type/author	James Blish
355632	OL694945A	/type/author	John Keegan
32493	OL237446A	/type/author	Vernor Vinge
695839	OL2685003A	/type/author	Burton Malkiel
375987	OL20934A	/type/author	Connie Willis
568033	OL2623090A	/type/author	E. Annie Proulx
164641	OL336072A	/type/author	Armistead Maupin
9751	OL30250A	/type/author	E. B. White
8758	OL2686822A	/type/author	Douglas Hofstadter
407709	OL392227A	/type/author	Nicholson Baker
1078683	OL752202A	/type/author	Norman Maclean
75154	OL30614A	/type/author	Anne Lamott
16045	OL20903A	/type/author	James Thurber
17257	OL449110A	/type/author	Ken Kesey
26181	OL24137A	/type/author	Ray Bradbury
83117	OL2630682A	/type/author	Henry James
42758	OL365212A	/type/author	Murasaki Shikibu
314336	OL224977A	/type/author	Lewis Mumford
4927143	OL43482A	/type/author	Daniel Berkeley Updike
15824	OL27078A	/type/author	John Updike
43165	OL31120A	/type/author	Toni Morrison
16441	OL218264A	/type/author	Julia Child
456613	OL456480A	/type/author	Larry Gonick
102910	OL230240A	/type/author	Steve Martin
73252	OL2598986A	/type/author	Frank Miller
11891	OL118077A	/type/author	George Orwell
14573	OL34221A	/type/author	Isaac Asimov
3485413	OL359809A	/type/author	Steven T. Seagle
284325	OL28188A	/type/author	Madeleine L'Engle
157426	OL24856A	/type/author	Gene Wolfe
312597	OL710854A	/type/author	Nicholas Meyer
33904	OL30421A	/type/author	William Goldman
299541	OL20994A	/type/author	Frederick Forsyth
984	OL27695A	/type/author	Agatha Christie
12300	OL234664A	/type/author	George R. R. Martin
144871	OL1706751A	/type/author	Earl Derr Biggers
49370	OL142238A	/type/author	Anthony Burgess
95477	OL2793398A	/type/author	Upton Sinclair, Jr.
1696450	OL1389747A	/type/author	Joey Goebel
573092	OL21219A	/type/author	Franklin W. Dixon
205022	OL29487A	/type/author	Alan Dean Foster
33594	OL30256A	/type/author	William S. Burroughs
1647139	OL29882A	/type/author	Julie Anne Peters
312241	OL22672A	/type/author	Ruth Rendell
1179476	OL194665A	/type/author	A. N. Wilson
182812	OL230834A	/type/author	Tom Wolfe
411384	OL1130282A	/type/author	Ruth Plumly Thompson
160180	OL20188A	/type/author	Edith Wharton
179444	OL896624A	/type/author	Leslie Charteris
27885687	OL25342A	/type/author	Mary Shelley
57985	OL2625259A	/type/author	Ian Fleming
69951	OL460288A	/type/author	J. Neil Schulman
444645	OL39307A	/type/author	Dan Brown
2351276	OL27045A	/type/author	Melvin Burgess
42978	OL44633A	/type/author	Jack London
65145	OL66700A	/type/author	Paulo Coelho
939039	OL388649A	/type/author	Jamaica Kincaid
1796277	OL1199434A	/type/author	Henry De Vere Stacpoole
54835	OL21218A	/type/author	Carolyn Keene
21995	OL2675259A	/type/author	Naguib Mahfouz
