1793940	OL226803A	/type/author	Gilbert Adair
727918	OL1050930A	/type/author	Frank Yerby
484728	OL23643A	/type/author	Frank E. Peretti
1060171	OL1388250A	/type/author	Ted Dekker
711771	OL398050A	/type/author	Jacqueline Carey
3834236	OL28662A	/type/author	Diana L. Paxson
2376633	OL450011A	/type/author	Fred Bodsworth
82413	OL56353A	/type/author	Boris Vian
5368580	OL1450328A	/type/author	Gianrico Carofiglio
1624755	OL1479823A	/type/author	Alice Sebold
698259	OL27272A	/type/author	Joseph Roth
732652	OL198962A	/type/author	John Saul
594907	OL1279321A	/type/author	Elinor Glyn
22614	OL20646A	/type/author	Oscar Wilde
614146	OL388344A	/type/author	Guy Vanderhaeghe
3018952	OL20476A	/type/author	Ann Rinaldi
943049	OL418477A	/type/author	Ross Macdonald
2784338	OL812291A	/type/author	Robert Lawson
159533	OL220659A	/type/author	Luke Rhinehart
1892230	OL526737A	/type/author	Eric L. Harry
1763600	OL2623131A	/type/author	Susan Hill
284301	OL281439A	/type/author	W. P. Kinsella
571872	OL1475013A	/type/author	William R. Forstchen
5269882	OL578294A	/type/author	Burl Barer
104139	OL4373810A	/type/author	Mary Renault
2908435	OL4728417A	/type/author	Isabelle Holland
1064183	OL27888A	/type/author	Marianne Williamson
256752	OL22570A	/type/author	Jonathan Kellerman
5866243	OL161324A	/type/author	Carolyn Sherwin Bailey
822149	OL39475A	/type/author	Stephen Hunter
287615	OL180670A	/type/author	William Henry Hudson
884963	OL35895A	/type/author	Daniel Keyes
4667	OL41878A	/type/author	Boris Pasternak
3064492	OL1579484A	/type/author	Alistair Beaton
63274	OL18374A	/type/author	Arthur Schnitzler
403520	OL96984A	/type/author	Orhan Pamuk
12333	OL18524A	/type/author	G. K. Chesterton
3891252	OL216245A	/type/author	Kaye Gibbons
6135389	OL538879A	/type/author	Lee Goldberg
514472	OL2703242A	/type/author	Tayeb Salih
2783263	OL454762A	/type/author	Karen Cushman
1466279	OL45046A	/type/author	Celia S. Friedman
581028	OL2675340A	/type/author	Caleb Carr
3493289	OL448584A	/type/author	Sue Monk Kidd
1860421	OL576816A	/type/author	Tim Lucas
1574778	OL2703826A	/type/author	Edward Irving Wortis
372550	OL18766A	/type/author	Kathy Tyers
95408	OL126562A	/type/author	Baroness Orczy
300706	OL445483A	/type/author	Derrick Jensen
148351	OL31872A	/type/author	William Styron
22068	OL1510013A	/type/author	Naomi Klein
2646216	OL41748A	/type/author	Denis Guedj
877014	OL231747A	/type/author	Judith Viorst
843537	OL1604760A	/type/author	Robin Jarvis
925035	OL1394901A	/type/author	Jonathan Safran Foer
950853	OL767331A	/type/author	Alan E. Nourse
4036875	OL26633A	/type/author	Lois Duncan
1119167	OL688478A	/type/author	John McGahern
4458130	OL24967A	/type/author	Rosemary Wells
43153	OL2630454A	/type/author	Richard Wright
849703	OL391847A	/type/author	Gregory Mcdonald
3509809	OL606079A	/type/author	Diane Hoh
1337133	OL1319733A	/type/author	Ethel Lilian Voynich
2861037	OL29215A	/type/author	Rupert Thomson
2260950	OL129940A	/type/author	P. H. Newby
16129	OL2644956A	/type/author	John Brunner
34126	OL335424A	/type/author	William Golding
2619523	OL27253A	/type/author	David Fromkin
1331861	OL32734A	/type/author	Sid Fleischman
5590289	OL1392338A	/type/author	P. J. Tracy
6312000	OL1432532A	/type/author	John Boyne
38293	OL554155A	/type/author	Arthur Machen
208558	OL342629A	/type/author	Johann David Wyss
5190706	OL77010A	/type/author	Nick Earls
6815305	OL1195009A	/type/author	Eric Hodgins
1592911	OL1177118A	/type/author	Wilhelm Jensen
56881	OL29586A	/type/author	Arnold Bennett
498969	OL118219A	/type/author	Daniel J. Boorstin
857794	OL23255A	/type/author	Jerry Stahl
2769747	OL22928A	/type/author	Gail Carson Levine
6173486	OL27270A	/type/author	Paul Levinson
146769	OL2622548A	/type/author	George MacDonald
157994	OL228079A	/type/author	Isabel Allende
5797024	OL20520A	/type/author	Marguerite de Angeli
27640	OL29858A	/type/author	Samuel Beckett
7073866	OL2016748A	/type/author	Talbot Baines Reed
460799	OL22184A	/type/author	Ann Granger
61838	OL456240A	/type/author	Rohinton Mistry
286851	OL22012A	/type/author	Larry McMurtry
16871872	OL2748339A	/type/author	David Weber
2916748	OL43146A	/type/author	William C. Dietz
3601356	OL318444A	/type/author	Garry Kilworth
23677	OL24072A	/type/author	Poul Anderson
2336689	OL1392576A	/type/author	Cecelia Ahern
3830118	OL240678A	/type/author	Lynne Rae Perkins
241842	OL29483A	/type/author	Andrew Clements
1955379	OL1427597A	/type/author	Lauren Weisberger
2471712	OL1392898A	/type/author	Alisa Valdes-Rodriguez
2275016	OL458624A	/type/author	Richard A. Knaak
4517901	OL19057A	/type/author	Christopher Paul Curtis
1964162	OL766024A	/type/author	Hillary Waugh
1140950	OL1516380A	/type/author	Adam Thirlwell
16807	OL19986A	/type/author	Kim Stanley Robinson
408480	OL1482571A	/type/author	Amy Sedaris
2345032	OL2875807A	/type/author	Paul Dinello
335195	OL2875808A	/type/author	Stephen Colbert
1482500	OL1393152A	/type/author	Kevin Guilfoile
978276	OL2644077A	/type/author	John Birmingham
1094504	OL1070502A	/type/author	A. J. Quinnell
792790	OL66432A	/type/author	Emilio Salgari
4606561	OL162026A	/type/author	Lois Lenski
4110342	OL240177A	/type/author	Robert Ferrigno
368209	OL605472A	/type/author	David Michelinie
34381	OL2623083A	/type/author	Yevgeny Zamyatin
3321911	OL1427775A	/type/author	Rebecca Moesta
80026	OL220575A	/type/author	Michael Marshall Smith
319743	OL93286A	/type/author	Joaquim Maria Machado de Assis
875281	OL290608A	/type/author	Robin Klein
4188	OL1195539A	/type/author	Brion Gysin
3256686	OL2644755A	/type/author	Chris Bohjalian
1074155	OL1428037A	/type/author	Philip Reeve
5769	OL232499A	/type/author	C. S. Forester
528088	OL202747A	/type/author	Jaan Kross
391092	OL29961A	/type/author	Wallace Stegner
1203403	OL241478A	/type/author	Philippa Pearce
60730	OL2628573A	/type/author	Lucy Maud Montgomery
640717	OL2348150A	/type/author	Richard Preston
1054282	OL1194994A	/type/author	Louise Fitzhugh
78497	OL450487A	/type/author	Jeff Noon
166498	OL676051A	/type/author	Robert Shea
1194329	OL22019A	/type/author	Virginia C. Andrews
1880186	OL399295A	/type/author	Matthew Stover
17078	OL221740A	/type/author	K. W. Jeter
169873	OL229685A	/type/author	Nick Hornby
1330851	OL22168A	/type/author	Judith McNaught
762288	OL2691443A	/type/author	Charles Nordhoff
765920	OL399687A	/type/author	James Norman Hall
5470311	OL2660262A	/type/author	Åke Edwardson
708826	OL341773A	/type/author	Lewis Grassic Gibbon
2782396	OL19954A	/type/author	T. A. Barron
2085201	OL23459A	/type/author	James Kelman
82683	OL395866A	/type/author	Elliot S! Maggin
315395	OL71604A	/type/author	Simon Raven
5788101	OL450110A	/type/author	Patricia MacLachlan
642847	OL233959A	/type/author	Diane Duane
3700311	OL2308370A	/type/author	Florence L. Barclay
206635	OL382686A	/type/author	Walter M. Miller, Jr.
21018	OL120205A	/type/author	Marcel Proust
848543	OL227384A	/type/author	Ben Marcus
4357598	OL411064A	/type/author	John Vornholt
3253270	OL227697A	/type/author	Lynley Dodd
1138460	OL67776A	/type/author	Russell Miller
989965	OL29910A	/type/author	Tony Earley
199995	OL22022A	/type/author	Barbara Cartland
1698400	OL2704045A	/type/author	Cornelia Funke
4667015	OL20414A	/type/author	Virginia Hamilton
2398116	OL1514878A	/type/author	Jaclyn Moriarty
1603729	OL23294A	/type/author	Dennis Lehane
379756	OL2481089A	/type/author	Tom Gleisner
63376	OL1391432A	/type/author	Evelyn Waugh
2934728	OL535159A	/type/author	Seamus Deane
664084	OL928661A	/type/author	Richard Yates
334683	OL1808739A	/type/author	Eric Rucker Eddison
3218616	OL1392435A	/type/author	Julian Stockwin
63914	OL217374A	/type/author	Chaim Potok
5564310	OL24323A	/type/author	Jean-Christophe Rufin
229139	OL64552A	/type/author	William Thomas Beckford
34452	OL226273A	/type/author	Zora Neale Hurston
96904	OL217730A	/type/author	Alex Haley
275574	OL109674A	/type/author	Will Durant
224720	OL68612A	/type/author	Tobias Smollett
89878	OL24098A	/type/author	Brian Lumley
6115270	OL394799A	/type/author	Michael Reaves
1758306	OL772034A	/type/author	Michael P. Kube-McDowell
192006	OL47492A	/type/author	Christopher Morley
2768625	OL18806A	/type/author	John Nichols
904537	OL717212A	/type/author	Bapsi Sidhwa
504845	OL25918A	/type/author	Robert Erskine Childers
9549	OL2629146A	/type/author	Edgar Allan Poe
1752178	OL2623139A	/type/author	Meindert DeJong
